week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,10.3,21.8,44.8,17.5,15.0,60.9,26.0
2,14.2,20.6,16.2,20.3,19.0,120.8,27.0
3,4.9,20.1,20.8,8.4,0.0,88.0,0.0
4,23.2,26.4,26.3,15.3,6.0,85.0,42.0
5,22.7,16.6,27.0,25.0,7.0,107.6,24.0
6,22.3,17.1,39.9,15.3,9.0,110.5,27.0
7,6.2,12.4,17.7,6.1,7.0,92.2,6.0
8,24.1,35.8,34.4,9.3,12.0,54.9,40.0
9,9.0,27.1,28.0,10.4,7.0,63.6,13.0
10,19.0,20.6,23.9,27.2,0.0,47.7,17.0
11,10.0,39.9,27.4,3.4,12.0,146.4,27.0
12,7.3,32.6,19.7,15.1,0.0,62.6,20.0
13,11.6,27.3,46.2,8.1,4.0,109.2,28.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,18.1,19.4,39.8,8.9,10.0,75.5,20.0
16,12.7,21.4,31.6,3.5,10.0,96.8,20.0
17,6.1,33.9,19.6,13.3,10.0,46.5,27.0
