week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,16.8,33.1,18.4,24.4,0.0,71.7,17.0
2,10.9,24.1,20.5,16.4,12.0,136.2,17.0
3,11.7,12.2,15.7,21.2,0.0,137.4,13.0
4,16.1,20.6,32.1,12.2,20.0,117.6,20.0
5,26.7,26.0,58.9,12.1,12.0,162.6,38.0
6,19.2,16.5,54.9,6.3,0.0,112.1,12.0
7,13.7,14.6,21.6,18.8,8.0,99.6,19.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,15.2,17.6,15.7,12.6,0.0,151.8,14.0
10,19.4,18.1,27.9,31.6,2.0,107.1,22.0
11,13.2,18.1,25.1,12.7,3.0,97.6,21.0
12,23.9,14.9,35.3,18.1,6.0,106.6,24.0
13,0.0,13.4,11.0,11.9,0.0,94.8,0.0
14,2.5,18.1,8.1,15.0,9.0,135.8,9.0
15,6.8,22.8,18.5,4.9,16.0,94.9,16.0
16,30.9,24.6,64.1,21.8,13.0,120.9,37.0
17,8.9,12.1,9.3,3.2,4.0,94.9,10.0
