week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,29.5,25.2,35.5,6.6,10.0,119.7,32.0
2,15.8,19.8,60.7,15.9,8.0,87.9,31.0
3,19.2,13.1,21.3,33.8,2.0,85.8,14.0
4,21.2,26.6,47.2,7.9,8.0,98.2,21.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,8.8,16.0,19.7,21.9,11.0,113.1,9.0
7,26.0,15.1,67.6,14.4,17.0,118.6,33.0
8,28.3,25.2,33.2,36.2,7.0,100.6,35.0
9,14.1,11.0,53.7,7.6,4.0,103.8,20.0
10,14.7,17.9,37.5,8.2,13.0,65.4,25.0
11,9.9,19.4,26.3,11.8,8.0,119.7,12.0
12,21.7,12.7,42.4,17.6,8.0,98.5,31.0
13,16.7,30.4,14.2,7.8,8.0,40.2,26.0
14,21.1,22.1,24.9,17.3,10.0,98.2,22.0
15,16.2,22.2,6.6,36.7,5.0,112.9,15.0
16,26.5,24.2,52.8,13.0,6.0,121.2,24.0
17,9.4,10.8,19.6,17.0,9.0,75.6,13.0
