week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,24.3,23.2,15.3,12.5,8.0,81.2,24.0
2,30.3,24.0,83.0,7.4,13.0,155.0,37.0
3,29.1,13.8,54.4,12.1,7.0,101.3,31.0
4,26.3,43.9,50.3,12.2,12.0,137.4,40.0
5,25.9,30.9,29.4,24.5,7.0,128.2,22.0
6,18.5,35.6,29.4,11.0,14.0,103.6,30.0
7,21.7,17.9,24.5,14.2,14.0,141.2,22.0
8,23.8,38.8,51.4,7.6,9.0,91.2,44.0
9,24.8,15.5,32.6,22.5,13.0,92.3,27.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,12.9,12.7,23.9,21.5,11.0,131.9,16.0
12,30.9,13.2,42.6,5.8,2.0,118.1,21.0
13,29.4,14.3,50.8,16.9,4.0,126.5,28.0
14,16.2,51.3,42.6,1.7,15.0,130.7,44.0
15,23.5,18.5,32.3,13.4,12.0,105.0,34.0
16,30.2,19.0,55.5,7.5,10.0,91.7,34.0
17,8.9,26.5,27.2,5.9,13.0,127.1,23.0
