week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,22.2,24.2,18.6,6.0,9.0,95.3,27.0
2,34.0,32.5,65.2,17.4,9.0,92.2,52.0
3,12.0,20.5,38.1,22.7,8.0,126.4,14.0
4,9.8,41.8,4.2,9.6,5.0,100.6,24.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,21.6,12.3,34.7,16.3,15.0,91.8,24.0
7,10.5,6.7,26.8,15.7,0.0,86.3,14.0
8,16.7,23.6,25.2,17.2,13.0,88.5,30.0
9,30.7,19.8,77.9,17.0,10.0,155.6,42.0
10,29.3,18.4,25.1,16.3,0.0,98.9,20.0
11,6.0,21.6,23.7,7.6,5.0,85.2,17.0
12,7.5,31.0,25.1,20.9,4.0,108.4,28.0
13,16.3,7.7,47.2,4.7,3.0,97.7,15.0
14,19.3,19.8,45.7,10.7,4.0,88.8,28.0
15,3.5,7.4,18.9,12.0,5.0,122.1,3.0
16,17.0,13.4,34.7,6.8,10.0,107.0,16.0
17,36.9,41.3,35.2,19.0,6.0,123.2,42.0
