week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,24.2,11.6,33.2,7.3,6.0,84.0,24.0
2,5.3,34.8,14.6,7.7,0.0,43.3,22.0
3,9.6,7.8,11.4,18.8,5.0,138.3,10.0
4,12.8,33.6,30.0,7.8,5.0,114.9,24.0
5,16.1,20.8,12.7,34.3,5.0,95.2,17.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,24.0,8.9,61.4,4.8,3.0,98.7,28.0
8,25.3,22.7,38.0,18.7,14.0,56.4,37.0
9,19.4,16.8,35.3,23.8,6.0,92.2,24.0
10,16.6,23.1,19.7,17.4,13.0,85.1,27.0
11,10.3,19.7,14.9,18.3,15.0,65.9,19.0
12,7.6,30.1,19.4,4.9,12.0,42.5,23.0
13,3.1,21.6,15.4,7.7,19.0,44.3,26.0
14,2.7,9.6,16.7,3.9,0.0,114.0,0.0
15,12.0,31.8,38.1,7.5,14.6,99.7,26.0
16,0.0,15.4,7.0,0.0,7.0,75.8,13.0
17,2.1,12.4,35.9,0.0,5.0,81.9,10.0
