week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,27.9,10.1,60.5,10.0,9.0,99.4,27.0
2,11.5,19.3,18.4,3.1,12.0,78.3,20.0
3,5.4,30.8,13.9,5.3,3.0,104.9,9.0
4,12.8,36.5,20.2,10.0,9.0,131.9,20.0
5,26.2,10.9,41.7,6.2,9.0,128.4,31.0
6,16.8,15.6,32.3,16.5,5.0,115.2,17.0
7,2.8,7.0,15.4,3.3,0.0,137.5,0.0
8,11.3,14.5,25.0,12.0,0.0,128.7,7.0
9,28.8,23.5,25.7,28.9,3.0,79.9,28.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,12.6,19.8,35.7,9.1,18.0,96.8,22.0
12,16.8,8.6,26.1,20.2,2.0,117.1,20.0
13,20.6,27.7,55.5,9.7,12.0,115.4,31.0
14,12.6,22.4,27.4,5.2,8.0,57.0,20.0
15,10.4,13.3,29.1,10.1,12.0,73.6,16.0
16,18.0,31.8,26.2,19.3,6.0,48.7,26.0
17,19.5,22.9,25.4,10.5,8.0,53.4,20.0
