week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,15.9,15.7,32.0,12.5,9.0,84.1,27.0
2,18.8,18.5,47.0,4.9,3.0,166.1,21.0
3,27.0,18.2,27.3,31.3,7.0,120.7,30.0
4,0.0,22.8,18.2,7.6,3.0,113.6,10.0
5,19.1,16.7,53.4,4.4,8.0,127.3,24.0
6,31.5,15.6,39.8,18.3,6.0,87.2,30.0
7,11.1,10.0,33.1,13.5,5.0,108.1,9.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,18.9,16.5,27.7,9.1,11.0,110.3,27.0
10,18.7,14.5,29.5,18.4,0.0,153.5,22.0
11,14.5,13.4,20.0,5.8,11.0,74.1,16.0
12,32.2,20.7,51.4,10.7,0.0,132.8,27.0
13,25.8,14.4,59.8,3.3,8.0,98.4,31.0
14,18.4,15.3,58.3,14.7,24.0,133.8,30.0
15,20.9,34.9,40.9,30.7,12.0,125.3,41.0
16,15.5,52.9,25.4,13.4,10.0,122.5,29.0
17,3.6,17.7,19.5,3.1,16.0,65.4,23.0
