week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,25.7,19.2,40.5,18.3,15.0,111.8,34.0
2,12.8,29.5,29.8,13.1,14.0,50.6,30.0
3,17.7,16.3,39.8,0.0,20.0,91.0,29.0
4,15.7,18.1,25.7,20.6,10.0,108.1,27.0
5,28.3,29.6,32.1,25.2,7.0,117.7,37.0
6,13.4,10.8,24.3,20.2,9.0,46.5,13.0
7,12.7,18.1,33.0,5.4,7.0,54.4,13.0
8,24.3,42.5,32.5,9.0,8.0,130.6,38.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,20.1,11.5,26.1,18.5,9.0,75.3,20.0
11,15.4,32.9,36.0,8.5,9.0,62.2,27.0
12,7.2,25.7,19.2,4.1,11.0,68.0,23.0
13,13.4,43.8,20.1,15.2,7.0,87.1,24.0
14,9.1,41.9,22.1,9.8,13.0,55.9,34.0
15,44.3,43.4,37.5,7.6,12.0,79.0,48.0
16,17.1,6.9,48.7,35.1,19.0,57.7,29.0
17,33.5,35.9,41.1,23.0,5.0,64.7,42.0
