week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,21.0,15.7,10.9,15.0,5.0,87.3,17.0
2,26.3,7.8,59.9,1.4,12.0,84.3,41.0
3,11.1,14.9,18.7,15.1,3.0,73.8,10.0
4,12.7,20.0,41.0,6.9,13.0,54.6,34.0
5,14.7,12.6,41.6,21.3,2.0,95.9,21.0
6,17.5,19.4,25.9,25.3,14.0,77.4,23.0
7,2.1,15.1,19.6,1.1,6.0,88.6,6.0
8,26.3,12.9,48.5,13.5,13.0,72.8,32.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,7.0,27.6,9.3,2.4,9.0,93.2,27.0
11,4.7,30.1,13.4,19.2,12.0,63.6,23.0
12,14.2,29.8,18.4,21.5,4.0,90.0,10.0
13,17.3,24.7,17.9,10.7,0.0,62.7,26.0
14,11.1,34.8,25.5,7.4,8.0,121.1,31.0
15,19.0,25.9,37.3,14.9,7.0,47.8,31.0
16,6.9,39.4,11.7,6.6,0.0,83.0,23.0
17,7.3,13.2,14.0,23.1,7.0,73.8,6.0
