week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,6.8,27.7,28.7,8.2,8.0,54.8,20.0
2,17.3,20.4,56.4,15.5,0.0,77.5,33.0
3,15.8,33.7,35.4,6.8,16.0,77.6,41.0
4,18.4,36.1,31.0,8.0,9.0,32.7,26.0
5,15.3,33.8,25.9,12.1,8.0,83.3,21.0
6,8.7,16.6,13.0,17.4,10.0,72.6,20.0
7,23.4,19.1,39.4,16.4,7.0,79.8,31.0
8,23.3,39.4,45.5,9.3,4.0,84.6,38.0
9,27.7,7.4,34.8,14.0,11.0,76.1,27.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,16.4,9.7,44.7,11.1,0.0,80.0,16.0
12,17.7,22.6,42.0,5.3,13.0,103.2,30.0
13,21.7,14.0,31.8,15.9,6.0,54.5,25.0
14,33.5,22.2,23.9,32.5,5.0,90.8,29.0
15,26.2,19.5,43.6,22.8,14.0,79.3,37.0
16,6.5,15.1,13.5,1.6,11.0,113.3,9.0
17,21.9,17.1,47.4,16.5,13.0,102.9,34.0
