week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,10.9,23.3,27.0,13.9,7.0,96.1,13.0
2,19.7,6.1,35.2,20.1,0.0,110.7,18.0
3,0.0,21.7,14.6,14.5,9.0,71.8,13.0
4,31.0,24.1,54.5,19.8,8.0,144.7,40.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,18.8,14.1,37.8,18.5,3.0,103.6,18.0
7,19.8,15.0,26.0,30.7,17.0,95.5,23.0
8,16.8,12.8,43.0,8.0,20.0,136.9,25.0
9,3.0,29.8,17.3,1.5,5.0,87.5,16.0
10,12.0,19.2,20.2,8.3,4.0,64.0,10.0
11,11.0,35.6,22.1,6.6,0.0,100.0,20.0
12,0.5,12.9,8.8,7.3,10.0,92.0,6.0
13,20.6,24.4,46.0,1.4,6.0,113.3,24.0
14,14.9,19.9,23.7,20.3,8.0,102.5,21.0
15,29.1,12.0,75.0,2.2,4.0,102.1,34.0
16,21.0,21.3,37.3,9.4,14.0,81.9,22.0
17,14.3,54.2,14.7,12.5,11.0,94.0,41.0
