week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,29.5,16.9,29.3,17.9,22.0,39.5,33.0
2,26.3,27.2,25.4,8.7,9.0,98.5,33.0
3,23.0,23.9,30.8,25.1,7.0,64.2,31.0
4,27.1,21.4,33.8,14.8,11.0,81.3,21.0
5,12.0,36.3,31.4,11.2,10.0,102.3,27.0
6,18.8,26.1,37.5,15.6,17.0,88.7,29.0
7,5.8,32.1,10.7,9.0,7.0,43.3,31.0
8,7.1,16.6,14.9,14.9,0.0,116.4,10.0
9,25.6,19.4,20.7,35.9,4.0,68.0,28.0
10,19.7,16.1,32.9,22.0,1.0,103.5,13.0
11,15.4,18.7,31.3,9.6,0.0,78.8,13.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,17.4,11.4,42.9,13.9,5.0,81.4,17.0
14,2.5,9.2,21.2,14.0,4.0,112.9,10.0
15,17.0,27.8,25.1,30.0,4.0,88.7,28.0
16,29.1,45.7,37.4,20.1,10.0,84.4,45.0
17,17.4,12.8,63.2,7.3,4.0,91.6,17.0
