week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,5.5,16.1,32.2,2.9,8.0,102.7,13.0
2,21.7,18.0,18.7,15.9,0.0,115.8,21.0
3,14.1,14.8,16.2,19.8,21.0,98.2,15.0
4,11.7,24.4,31.6,21.8,8.0,96.6,26.0
5,25.6,32.4,52.8,7.5,0.0,125.4,23.0
6,19.6,26.1,39.4,10.1,6.0,98.1,30.0
7,12.2,22.8,20.7,13.2,0.0,84.8,10.0
8,21.7,26.7,55.4,4.4,14.0,73.8,26.0
9,27.2,13.8,34.2,11.7,5.0,113.9,24.0
10,26.9,28.0,39.5,33.4,6.0,119.1,42.0
11,21.9,26.3,57.1,28.6,3.0,113.8,22.0
12,8.3,19.7,25.0,1.6,2.0,84.7,9.0
13,10.6,22.9,12.5,13.7,0.0,82.6,8.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,15.0,24.1,13.0,22.2,5.0,126.1,24.0
16,17.1,17.8,43.6,11.7,11.0,152.1,27.0
17,23.0,29.6,34.5,27.1,8.0,138.4,38.0
