week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,26.0,9.9,36.5,14.0,11.0,119.5,21.0
2,3.2,14.4,10.8,11.7,12.0,101.0,9.0
3,13.4,19.9,28.0,1.9,9.0,110.4,20.0
4,20.2,15.8,15.8,13.0,0.0,92.5,21.0
5,17.1,30.5,32.2,1.9,0.0,83.9,27.0
6,6.6,35.7,22.1,15.3,9.0,123.0,27.0
7,22.2,37.9,36.9,18.5,1.0,134.2,38.0
8,8.3,11.0,26.0,6.1,5.0,131.7,10.0
9,6.4,17.0,18.2,5.5,9.0,101.9,20.0
10,6.4,13.8,25.0,10.2,5.0,107.3,10.0
11,15.0,36.3,28.7,6.6,5.0,38.8,35.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,12.0,12.7,13.4,24.1,2.0,107.6,14.0
14,0.4,19.9,27.9,15.8,16.0,84.4,19.0
15,13.1,5.2,24.3,14.0,8.0,88.9,13.0
16,19.2,11.0,51.6,4.9,5.0,126.2,17.0
17,13.8,12.2,47.1,4.9,10.0,81.4,20.0
