week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,24.0,26.8,19.8,12.9,0.0,85.5,20.0
2,15.0,21.3,24.2,5.9,9.0,95.0,19.0
3,16.7,15.9,33.6,5.8,10.0,109.8,27.0
4,19.4,19.1,7.6,22.3,7.0,110.9,31.0
5,27.6,26.7,78.0,26.3,4.0,135.7,35.0
6,11.2,29.8,27.3,11.8,18.0,110.2,19.0
7,10.3,42.7,25.3,9.8,7.0,79.7,24.0
8,7.0,10.6,16.0,12.5,0.0,90.0,3.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,18.1,28.6,51.8,1.9,4.0,112.5,28.0
11,42.7,35.4,34.3,4.7,8.0,92.5,44.0
12,22.9,8.2,49.1,20.0,13.0,50.1,34.0
13,19.6,28.2,22.9,25.9,6.0,79.5,17.0
14,21.3,18.5,13.0,10.4,5.0,79.0,24.0
15,26.9,31.3,20.3,48.8,6.0,105.6,29.0
16,17.6,12.7,31.7,15.8,13.0,83.2,23.0
17,15.8,19.8,17.3,19.7,8.0,108.7,20.0
