week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,0.0,25.1,30.9,20.3,4.0,74.6,16.0
2,19.2,33.6,57.1,4.7,10.0,124.9,27.0
3,16.5,29.6,21.1,24.1,15.0,52.6,48.0
4,25.7,33.8,49.1,14.6,4.0,41.1,28.0
5,20.1,34.9,28.2,29.1,5.0,103.6,37.0
6,15.0,33.8,27.8,14.0,10.0,92.2,27.0
7,22.6,23.3,15.6,49.1,8.0,142.1,31.0
8,20.9,52.7,27.3,17.8,12.0,116.3,39.0
9,39.5,32.5,40.8,31.8,10.0,155.4,47.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,18.4,39.7,15.7,13.9,10.0,76.4,34.0
12,16.0,13.1,21.4,31.4,18.0,88.6,26.0
13,6.5,30.2,5.1,23.9,2.0,126.3,14.0
14,37.8,17.0,19.9,38.7,7.0,118.0,39.0
15,14.6,27.8,20.0,3.8,6.0,68.6,24.0
16,6.9,32.2,29.7,12.6,3.0,147.3,21.0
17,16.5,10.5,24.3,23.6,2.0,136.0,14.0
