week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,17.5,12.8,23.2,23.1,10.0,96.2,20.0
2,18.6,31.8,49.8,0.0,11.0,118.4,27.0
3,11.7,22.7,26.5,6.9,3.0,93.4,21.0
4,16.6,17.2,21.0,30.2,0.0,107.2,13.0
5,19.4,6.0,39.0,20.3,9.0,96.3,20.0
6,11.1,16.8,15.8,9.5,0.0,104.8,19.0
7,10.2,19.1,29.9,7.6,10.0,125.3,13.0
8,11.5,13.5,8.5,33.3,0.0,126.2,13.0
9,22.7,18.2,43.4,7.8,0.0,97.3,23.0
10,22.9,16.5,50.9,17.2,5.0,105.4,23.0
11,19.3,9.5,17.1,13.3,2.0,108.8,14.0
12,10.2,15.5,29.6,12.3,13.0,109.9,20.0
13,13.6,23.5,25.9,5.9,0.0,122.4,15.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,24.5,39.2,14.1,27.0,5.0,89.3,35.0
16,7.5,26.3,29.3,7.2,5.0,133.1,24.0
17,4.2,27.5,22.6,6.4,4.0,144.5,10.0
