week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,6.8,18.9,23.5,0.0,0.0,129.6,8.0
2,20.2,23.1,39.8,12.2,3.0,116.9,28.0
3,12.0,16.5,22.8,17.3,9.0,123.7,20.0
4,27.4,14.0,69.1,9.2,0.0,87.6,27.0
5,5.9,18.1,26.3,13.6,5.0,139.5,6.0
6,20.7,20.9,36.4,26.6,15.0,113.7,27.0
7,27.9,10.0,59.9,29.4,7.0,120.5,24.0
8,12.8,24.0,27.2,19.6,1.0,128.5,14.0
9,12.1,26.6,13.2,25.9,10.0,97.4,27.0
10,11.0,28.5,27.1,8.2,6.0,123.0,25.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,17.1,30.3,37.8,13.9,16.0,76.7,23.0
13,9.0,17.1,38.9,16.4,9.0,73.7,20.0
14,19.4,24.0,45.3,5.7,11.0,73.6,36.0
15,11.3,6.0,40.0,7.6,24.0,70.0,18.0
16,30.9,34.6,37.4,26.2,11.0,101.2,48.0
17,23.1,13.6,34.8,8.4,14.0,68.5,23.0
