week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,15.8,16.1,39.7,12.6,7.0,95.6,13.0
2,18.8,10.3,48.2,1.7,8.0,56.1,20.0
3,20.3,27.8,41.2,6.8,0.0,105.2,41.0
4,11.8,17.8,35.4,7.6,19.0,75.4,25.0
5,18.9,40.4,33.8,14.4,16.0,68.9,40.0
6,6.9,15.7,22.8,21.2,0.0,82.7,10.0
7,26.2,27.3,51.8,12.2,7.0,28.5,31.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,21.2,28.2,40.2,1.6,16.0,112.2,30.0
10,5.8,15.5,25.7,4.4,3.0,58.4,10.0
11,24.3,19.4,55.2,13.0,9.0,83.0,33.0
12,10.3,32.9,13.4,8.4,8.0,94.9,24.0
13,13.6,32.1,38.2,3.7,9.0,68.2,31.0
14,16.0,34.5,36.9,6.5,6.0,82.8,24.0
15,25.1,22.9,24.0,26.4,7.0,26.6,31.0
16,11.5,18.1,20.7,17.2,16.0,88.6,23.0
17,25.1,23.7,32.6,3.1,10.0,67.2,34.0
