week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,29.4,29.7,42.6,1.5,13.0,154.6,40.0
2,12.3,8.5,14.8,9.0,6.0,111.2,10.0
3,12.8,25.9,37.0,1.4,3.0,119.9,21.0
4,13.9,23.7,9.0,7.5,0.0,111.0,19.0
5,12.1,23.0,35.6,6.6,13.0,99.7,23.0
6,14.6,46.6,31.8,5.0,0.0,75.7,24.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,1.1,16.4,28.1,6.3,3.0,133.6,9.0
9,10.5,13.7,35.1,12.6,8.0,114.9,21.0
10,10.8,42.8,30.4,3.2,7.0,96.5,30.0
11,16.8,42.2,20.7,4.8,8.0,128.1,32.0
12,14.5,10.4,41.5,1.8,12.0,95.7,23.0
13,2.7,19.2,6.2,8.1,1.0,94.1,7.0
14,23.4,23.3,41.1,25.2,4.0,130.4,34.0
15,20.5,40.8,18.2,2.8,7.0,112.8,31.0
16,11.2,25.2,14.1,19.5,9.0,73.6,20.0
17,8.9,8.9,17.7,11.1,8.0,88.7,13.0
