week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,17.5,12.0,26.0,23.1,10.0,88.7,88.6
2,18.6,28.5,31.1,3.5,11.0,96.6,92.7
3,11.7,22.7,26.7,7.8,3.0,86.8,71.9
4,10.3,13.9,10.2,0.0,7.7,94.4,42.1
5,19.4,5.9,20.4,20.3,9.0,94.3,75.0
6,0.0,12.6,17.8,9.5,16.0,98.8,55.9
7,10.2,19.1,29.9,16.5,10.0,103.2,85.7
8,0.0,12.6,18.2,32.1,7.0,112.7,69.9
9,0.0,18.2,43.9,7.8,0.0,92.7,69.9
10,22.9,16.5,49.8,17.2,5.0,93.1,111.4
11,0.0,9.5,21.9,13.3,2.0,101.2,46.7
12,0.0,15.0,18.7,9.4,13.0,97.1,56.1
