week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,20.3,16.7,29.4,11.6,3.0,37.1,81.0
2,22.1,25.0,53.3,18.5,23.0,55.6,141.9
3,13.2,18.5,35.8,11.3,12.0,21.2,90.8
4,12.5,27.5,37.4,3.6,5.0,47.4,86.0
5,0.0,9.5,16.2,6.5,14.0,61.8,46.2
6,20.6,8.7,25.6,26.0,6.0,55.2,86.9
7,40.0,13.4,47.0,9.2,5.0,88.1,114.5
8,25.4,33.4,25.4,17.8,8.0,51.0,110.0
9,0.0,47.8,19.3,6.9,12.0,77.5,86.0
10,25.1,23.6,41.7,11.0,6.0,94.1,107.4
11,17.7,17.9,33.3,9.6,0.0,66.5,78.5
12,17.2,62.1,51.5,5.9,12.0,90.3,148.6
