id,name,team,position,bye_week,drafted,locked,fantasy_points,average_draft_position,player_rating,injury_status,week_1_points,week_2_points,week_3_points,week_4_points,week_5_points,week_6_points,week_7_points,week_8_points,week_9_points,week_10_points,week_11_points,week_12_points,week_13_points,week_14_points,week_15_points,week_16_points,week_17_points
4430807,Bijan Robinson,ATL,RB,12,0,0,351.7,17.3,89.4,ACTIVE,18.6,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,,22.2,22.2,22.2,22.2,22.2
4427366,Breece Hall,NYJ,RB,12,0,0,350.4,23.1,92.9,ACTIVE,17.9,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,,22.2,22.2,22.2,22.2,22.2
4040715,Jalen Hurts,PHI,QB,5,0,0,345.5,31.1,91.1,ACTIVE,21.2,21.6,21.6,21.6,,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6
3116406,Tyreek Hill,MIA,WR,6,0,0,343.4,14.3,98.9,QUESTIONABLE,19.7,21.6,21.6,21.6,21.6,,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6
3918298,Josh Allen,BUF,QB,12,0,0,339.6,22.7,100.0,ACTIVE,23.6,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,,21.1,21.1,21.1,21.1,21.1
3139477,Patrick Mahomes,KC,QB,6,0,0,337.7,91.9,89.1,ACTIVE,19.5,21.2,21.2,21.2,21.2,,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2
3916387,Lamar Jackson,BAL,QB,14,0,0,333.6,18.5,96.0,ACTIVE,20.2,20.9,20.9,20.9,20.9,20.9,20.9,20.9,20.9,20.9,20.9,20.9,20.9,,20.9,20.9,20.9
4241389,CeeDee Lamb,DAL,WR,7,0,0,325.0,6.3,92.5,ACTIVE,20.3,20.3,20.3,20.3,20.3,20.3,,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3
4430737,Kyren Williams,LAR,RB,6,0,0,319.1,11.5,88.2,ACTIVE,15.7,20.2,20.2,20.2,20.2,,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2
4426348,Jayden Daniels,WSH,QB,14,0,0,314.1,30.4,98.0,ACTIVE,17.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,,19.8,19.8,19.8
3126486,Deebo Samuel Sr.,WSH,WR,14,0,0,303.7,33.3,96.1,ACTIVE,16.2,19.2,19.2,19.2,19.2,19.2,19.2,19.2,19.2,19.2,19.2,19.2,19.2,,19.2,19.2,19.2
2977187,Cooper Kupp,SEA,WR,10,0,0,302.3,30.9,99.6,ACTIVE,14.8,19.2,19.2,19.2,19.2,19.2,19.2,19.2,19.2,,19.2,19.2,19.2,19.2,19.2,19.2,19.2
4362628,Ja'Marr Chase,CIN,WR,12,0,0,300.4,11.0,90.8,ACTIVE,16.7,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,,18.9,18.9,18.9,18.9,18.9
4362887,Justin Fields,NYJ,QB,12,0,0,299.8,96.9,85.2,ACTIVE,17.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,,18.8,18.8,18.8,18.8,18.8
4242335,Jonathan Taylor,IND,RB,14,0,0,299.3,14.4,84.1,ACTIVE,16.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,,18.8,18.8,18.8
4429084,Anthony Richardson,IND,QB,14,0,0,297.5,149.0,97.0,QUESTIONABLE,19.1,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,,18.6,18.6,18.6
3917315,Kyler Murray,ARI,QB,11,0,0,297.2,100.5,86.1,ACTIVE,17.9,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,,18.6,18.6,18.6,18.6,18.6,18.6
4262921,Justin Jefferson,MIN,WR,6,0,0,295.3,9.0,94.3,ACTIVE,18.1,18.5,18.5,18.5,18.5,,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5
4432577,C.J. Stroud,HOU,QB,14,0,0,295.3,93.9,94.1,ACTIVE,19.2,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,,18.4,18.4,18.4
4374302,Amon-Ra St. Brown,DET,WR,5,0,0,294.3,10.6,75.9,ACTIVE,19.4,18.3,18.3,18.3,,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3
3915511,Joe Burrow,CIN,QB,12,0,0,291.9,65.8,75.2,ACTIVE,19.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,,18.2,18.2,18.2,18.2,18.2
3929630,Saquon Barkley,PHI,RB,5,0,0,290.4,3.4,100.0,ACTIVE,17.3,18.2,18.2,18.2,,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2
