week,home_team,away_team,temperature,gust,precipitation,home_team_score,away_team_score,indoor,neutral_site,country,city,state,date
3,JAX,HOU,86,13,0.0,17,37,False,False,USA,Jacksonville,FL,2023-09-24T17:00Z
3,BAL,IND,65,13,0.04,19,22,False,False,USA,Baltimore,MD,2023-09-24T17:00Z
3,SEA,CAR,60,7,0.0,37,27,False,False,USA,Seattle,WA,2023-09-24T20:05Z
3,KC,CHI,80,14,0.0,41,10,False,False,USA,Kansas City,MO,2023-09-24T20:25Z
3,ARI,DAL,,,,28,16,True,False,USA,Glendale,AZ,2023-09-24T20:25Z
3,LV,PIT,,,,18,23,True,False,USA,Las Vegas,NV,2023-09-25T00:20Z
3,TB,PHI,79,9,0.0,11,25,False,False,USA,Tampa,FL,2023-09-25T23:15Z
3,CIN,LAR,66,17,0.0,19,16,False,False,USA,Cincinnati,OH,2023-09-26T00:15Z
4,GB,DET,64,21,0.0,20,34,False,False,USA,Green Bay,WI,2023-09-29T00:15Z
4,JAX,ATL,72,24,0.0,23,7,False,True,England,London,,2023-10-01T13:30Z
4,BUF,MIA,71,13,0.0,48,20,False,False,USA,Orchard Park,NY,2023-10-01T17:00Z
4,CHI,DEN,75,8,0.0,28,31,False,False,USA,Chicago,IL,2023-10-01T17:00Z
4,CLE,BAL,68,13,0.0,3,28,False,False,USA,Cleveland,OH,2023-10-01T17:00Z
4,TEN,CIN,82,10,0.0,27,3,False,False,USA,Nashville,TN,2023-10-01T17:00Z
4,IND,LAR,,,,23,29,True,False,USA,Indianapolis,IN,2023-10-01T17:00Z
4,NO,TB,,,,9,26,True,False,USA,New Orleans,LA,2023-10-01T17:00Z
4,PHI,WSH,77,18,0.0,34,31,False,False,USA,Philadelphia,PA,2023-10-01T17:00Z
4,CAR,MIN,79,18,0.0,13,21,False,False,USA,Charlotte,NC,2023-10-01T17:00Z
4,HOU,PIT,,,,30,6,True,False,USA,Houston,TX,2023-10-01T17:00Z
4,LAC,LV,67,13,0.0,24,17,False,False,USA,Inglewood,CA,2023-10-01T20:05Z
4,DAL,NE,,,,38,3,True,False,USA,Arlington,TX,2023-10-01T20:25Z
4,SF,ARI,71,15,0.0,35,16,False,False,USA,Santa Clara,CA,2023-10-01T20:25Z
4,NYJ,KC,64,4,0.0,20,23,False,False,USA,East Rutherford,NJ,2023-10-02T00:20Z
4,NYG,SEA,69,10,0.0,3,24,False,False,USA,East Rutherford,NJ,2023-10-03T00:15Z
5,WSH,CHI,67,7,0.0,20,40,False,False,USA,Landover,MD,2023-10-06T00:15Z
5,BUF,JAX,73,12,0.0,20,25,False,True,England,London,,2023-10-08T13:30Z
5,ATL,HOU,,,,21,19,True,False,USA,Atlanta,GA,2023-10-08T17:00Z
5,DET,CAR,,,,42,24,True,False,USA,Detroit,MI,2023-10-08T17:00Z
5,IND,TEN,,,,23,16,True,False,USA,Indianapolis,IN,2023-10-08T17:00Z
5,MIA,NYG,86,13,0.0,31,16,False,False,USA,Miami Gardens,FL,2023-10-08T17:00Z
5,NE,NO,62,27,0.0,0,34,False,False,USA,Foxborough,MA,2023-10-08T17:00Z
5,PIT,BAL,54,31,0.0,17,10,False,False,USA,Pittsburgh,PA,2023-10-08T17:00Z
5,LAR,PHI,86,17,0.0,14,23,False,False,USA,Inglewood,CA,2023-10-08T20:05Z
5,ARI,CIN,,,,20,34,True,False,USA,Glendale,AZ,2023-10-08T20:05Z
5,DEN,NYJ,76,15,0.0,21,31,False,False,USA,Denver,CO,2023-10-08T20:25Z
5,MIN,KC,,,,20,27,True,False,USA,Minneapolis,MN,2023-10-08T20:25Z
5,SF,DAL,72,16,0.0,42,10,False,False,USA,Santa Clara,CA,2023-10-09T00:20Z
5,LV,GB,,,,17,13,True,False,USA,Las Vegas,NV,2023-10-10T00:15Z
6,KC,DEN,55,37,0.0,19,8,False,False,USA,Kansas City,MO,2023-10-13T00:15Z
6,TEN,BAL,51,16,0.0,16,24,False,True,England,London,,2023-10-15T13:30Z
6,ATL,WSH,,,,16,24,True,False,USA,Atlanta,GA,2023-10-15T17:00Z
6,CHI,MIN,53,26,0.0,13,19,False,False,USA,Chicago,IL,2023-10-15T17:00Z
6,CIN,SEA,57,23,0.0,17,13,False,False,USA,Cincinnati,OH,2023-10-15T17:00Z
6,CLE,SF,52,22,0.0,19,17,False,False,USA,Cleveland,OH,2023-10-15T17:00Z
6,MIA,CAR,86,19,0.0,42,21,False,False,USA,Miami Gardens,FL,2023-10-15T17:00Z
6,JAX,IND,70,18,0.0,37,20,False,False,USA,Jacksonville,FL,2023-10-15T17:00Z
6,HOU,NO,,,,20,13,True,False,USA,Houston,TX,2023-10-15T17:00Z
6,LV,NE,,,,21,17,True,False,USA,Las Vegas,NV,2023-10-15T20:05Z
6,LAR,ARI,87,16,0.0,26,9,False,False,USA,Inglewood,CA,2023-10-15T20:25Z
6,NYJ,PHI,60,29,0.0,20,14,False,False,USA,East Rutherford,NJ,2023-10-15T20:25Z
6,TB,DET,75,27,0.0,6,20,False,False,USA,Tampa,FL,2023-10-15T20:25Z
6,BUF,NYG,50,13,0.0,14,9,False,False,USA,Orchard Park,NY,2023-10-16T00:20Z
6,LAC,DAL,75,20,0.0,17,20,False,False,USA,Inglewood,CA,2023-10-17T00:15Z
7,NO,JAX,,,,24,31,True,False,USA,New Orleans,LA,2023-10-20T00:15Z
7,CHI,LV,52,16,0.0,30,12,False,False,USA,Chicago,IL,2023-10-22T17:00Z
7,IND,CLE,,,,38,39,True,False,USA,Indianapolis,IN,2023-10-22T17:00Z
7,NE,BUF,57,30,0.0,29,25,False,False,USA,Foxborough,MA,2023-10-22T17:00Z
7,NYG,WSH,56,29,0.0,14,7,False,False,USA,East Rutherford,NJ,2023-10-22T17:00Z
7,TB,ATL,80,10,0.0,13,16,False,False,USA,Tampa,FL,2023-10-22T17:00Z
7,BAL,DET,60,30,0.0,38,6,False,False,USA,Baltimore,MD,2023-10-22T17:00Z
7,LAR,PIT,74,16,0.0,17,24,False,False,USA,Inglewood,CA,2023-10-22T20:05Z
7,SEA,ARI,55,16,0.0,20,10,False,False,USA,Seattle,WA,2023-10-22T20:05Z
7,DEN,GB,74,16,0.0,19,17,False,False,USA,Denver,CO,2023-10-22T20:25Z
7,KC,LAC,69,20,0.0,31,17,False,False,USA,Kansas City,MO,2023-10-22T20:25Z
7,PHI,MIA,49,7,0.0,31,17,False,False,USA,Philadelphia,PA,2023-10-23T00:20Z
7,MIN,SF,,,,22,17,True,False,USA,Minneapolis,MN,2023-10-24T00:15Z
8,BUF,TB,62,19,0.0,24,18,False,False,USA,Orchard Park,NY,2023-10-27T00:15Z
8,DAL,LAR,,,,43,20,True,False,USA,Arlington,TX,2023-10-29T17:00Z
8,GB,MIN,40,14,0.0,10,24,False,False,USA,Green Bay,WI,2023-10-29T17:00Z
8,TEN,ATL,73,14,0.0,28,23,False,False,USA,Nashville,TN,2023-10-29T17:00Z
8,IND,NO,,,,27,38,True,False,USA,Indianapolis,IN,2023-10-29T17:00Z
8,MIA,NE,84,29,0.0,31,17,False,False,USA,Miami Gardens,FL,2023-10-29T17:00Z
8,NYG,NYJ,55,21,0.11,10,13,False,False,USA,East Rutherford,NJ,2023-10-29T17:00Z
8,PIT,JAX,55,7,0.01,10,20,False,False,USA,Pittsburgh,PA,2023-10-29T17:00Z
8,WSH,PHI,76,9,0.0,31,38,False,False,USA,Landover,MD,2023-10-29T17:00Z
8,CAR,HOU,78,24,0.0,15,13,False,False,USA,Charlotte,NC,2023-10-29T17:00Z
8,SEA,CLE,49,13,0.0,24,20,False,False,USA,Seattle,WA,2023-10-29T20:05Z
8,DEN,KC,22,5,0.0,24,9,False,False,USA,Denver,CO,2023-10-29T20:25Z
8,ARI,BAL,,,,24,31,True,False,USA,Glendale,AZ,2023-10-29T20:25Z
8,SF,CIN,70,15,0.0,17,31,False,False,USA,Santa Clara,CA,2023-10-29T20:25Z
8,LAC,CHI,75,17,0.0,30,13,False,False,USA,Inglewood,CA,2023-10-30T00:20Z
8,DET,LV,,,,26,14,True,False,USA,Detroit,MI,2023-10-31T00:15Z
9,PIT,TEN,45,12,0.0,20,16,False,False,USA,Pittsburgh,PA,2023-11-03T00:15Z
9,KC,MIA,,,,21,14,False,True,Germany,Frankfurt,,2023-11-05T14:30Z
9,ATL,MIN,,,,28,31,True,False,USA,Atlanta,GA,2023-11-05T18:00Z
9,CLE,ARI,51,10,0.0,27,0,False,False,USA,Cleveland,OH,2023-11-05T18:00Z
9,GB,LAR,48,8,0.0,20,3,False,False,USA,Green Bay,WI,2023-11-05T18:00Z
9,NE,WSH,61,14,0.0,17,20,False,False,USA,Foxborough,MA,2023-11-05T18:00Z
9,NO,CHI,,,,24,17,True,False,USA,New Orleans,LA,2023-11-05T18:00Z
9,BAL,SEA,70,13,0.0,37,3,False,False,USA,Baltimore,MD,2023-11-05T18:00Z
9,HOU,TB,,,,39,37,True,False,USA,Houston,TX,2023-11-05T18:00Z
9,CAR,IND,72,8,0.0,13,27,False,False,USA,Charlotte,NC,2023-11-05T21:05Z
9,LV,NYG,,,,30,6,True,False,USA,Las Vegas,NV,2023-11-05T21:25Z
9,PHI,DAL,67,16,0.0,28,23,False,False,USA,Philadelphia,PA,2023-11-05T21:25Z
9,CIN,BUF,64,24,0.0,24,18,False,False,USA,Cincinnati,OH,2023-11-06T01:20Z
9,NYJ,LAC,58,17,0.0,6,27,False,False,USA,East Rutherford,NJ,2023-11-07T01:15Z
10,CHI,CAR,42,15,0.0,16,13,False,False,USA,Chicago,IL,2023-11-10T01:15Z
10,NE,IND,,,,6,10,False,True,Germany,Frankfurt,,2023-11-12T14:30Z
10,CIN,HOU,51,17,0.0,27,30,False,False,USA,Cincinnati,OH,2023-11-12T18:00Z
10,MIN,NO,,,,27,19,True,False,USA,Minneapolis,MN,2023-11-12T18:00Z
10,PIT,GB,48,12,0.0,23,19,False,False,USA,Pittsburgh,PA,2023-11-12T18:00Z
10,TB,TEN,85,11,0.0,20,6,False,False,USA,Tampa,FL,2023-11-12T18:00Z
10,JAX,SF,66,19,0.0,3,34,False,False,USA,Jacksonville,FL,2023-11-12T18:00Z
10,BAL,CLE,47,13,0.0,31,33,False,False,USA,Baltimore,MD,2023-11-12T18:00Z
10,ARI,ATL,,,,25,23,True,False,USA,Glendale,AZ,2023-11-12T21:05Z
10,LAC,DET,83,9,0.0,38,41,False,False,USA,Inglewood,CA,2023-11-12T21:05Z
10,DAL,NYG,,,,49,17,True,False,USA,Arlington,TX,2023-11-12T21:25Z
10,SEA,WSH,53,7,0.0,29,26,False,False,USA,Seattle,WA,2023-11-12T21:25Z
10,LV,NYJ,,,,16,12,True,False,USA,Las Vegas,NV,2023-11-13T01:20Z
10,BUF,DEN,40,9,0.0,22,24,False,False,USA,Orchard Park,NY,2023-11-14T01:15Z
11,BAL,CIN,58,11,0.0,34,20,False,False,USA,Baltimore,MD,2023-11-17T01:15Z
11,CLE,PIT,46,18,0.0,13,10,False,False,USA,Cleveland,OH,2023-11-19T18:00Z
11,DET,CHI,,,,31,26,True,False,USA,Detroit,MI,2023-11-19T18:00Z
11,GB,LAC,42,11,0.0,23,20,False,False,USA,Green Bay,WI,2023-11-19T18:00Z
11,MIA,LV,80,18,0.0,20,13,False,False,USA,Miami Gardens,FL,2023-11-19T18:00Z
11,WSH,NYG,54,17,0.0,19,31,False,False,USA,Landover,MD,2023-11-19T18:00Z
11,CAR,DAL,59,13,0.0,10,33,False,False,USA,Charlotte,NC,2023-11-19T18:00Z
11,JAX,TEN,73,14,0.0,34,14,False,False,USA,Jacksonville,FL,2023-11-19T18:00Z
11,HOU,ARI,,,,21,16,True,False,USA,Houston,TX,2023-11-19T18:00Z
11,SF,TB,60,16,0.0,27,14,False,False,USA,Santa Clara,CA,2023-11-19T21:05Z
11,BUF,NYJ,44,26,0.0,32,6,False,False,USA,Orchard Park,NY,2023-11-19T21:25Z
11,LAR,SEA,65,35,0.0,17,16,False,False,USA,Inglewood,CA,2023-11-19T21:25Z
11,DEN,MIN,42,25,0.0,21,20,False,False,USA,Denver,CO,2023-11-20T01:20Z
11,KC,PHI,40,18,0.0,17,21,False,False,USA,Kansas City,MO,2023-11-21T01:15Z
12,DET,GB,,,,22,29,True,False,USA,Detroit,MI,2023-11-23T17:30Z
12,DAL,WSH,,,,45,10,True,False,USA,Arlington,TX,2023-11-23T21:30Z
12,SEA,SF,43,12,0.0,13,31,False,False,USA,Seattle,WA,2023-11-24T01:20Z
12,NYJ,MIA,49,22,0.0,13,34,False,False,USA,East Rutherford,NJ,2023-11-24T20:00Z
12,ATL,NO,,,,24,15,True,False,USA,Atlanta,GA,2023-11-26T18:00Z
12,CIN,PIT,46,19,0.02,10,16,False,False,USA,Cincinnati,OH,2023-11-26T18:00Z
12,TEN,CAR,52,22,0.0,17,10,False,False,USA,Nashville,TN,2023-11-26T18:00Z
12,IND,TB,,,,27,20,True,False,USA,Indianapolis,IN,2023-11-26T18:00Z
12,NYG,NE,46,13,0.0,10,7,False,False,USA,East Rutherford,NJ,2023-11-26T18:00Z
12,HOU,JAX,,,,21,24,True,False,USA,Houston,TX,2023-11-26T18:00Z
12,DEN,CLE,38,11,0.0,29,12,False,False,USA,Denver,CO,2023-11-26T21:05Z
12,ARI,LAR,,,,14,37,True,False,USA,Glendale,AZ,2023-11-26T21:05Z
12,LV,KC,,,,17,31,True,False,USA,Las Vegas,NV,2023-11-26T21:25Z
12,PHI,BUF,48,10,0.01,37,34,False,False,USA,Philadelphia,PA,2023-11-26T21:25Z
12,LAC,BAL,67,15,0.0,10,20,False,False,USA,Inglewood,CA,2023-11-27T01:20Z
12,MIN,CHI,,,,10,12,True,False,USA,Minneapolis,MN,2023-11-28T01:15Z
13,DAL,SEA,,,,41,35,True,False,USA,Arlington,TX,2023-12-01T01:15Z
13,TEN,IND,58,23,0.0,28,31,False,False,USA,Nashville,TN,2023-12-03T18:00Z
13,NE,LAC,44,20,0.06,0,6,False,False,USA,Foxborough,MA,2023-12-03T18:00Z
13,NO,DET,,,,28,33,True,False,USA,New Orleans,LA,2023-12-03T18:00Z
13,NYJ,ATL,50,20,0.09,8,13,False,False,USA,East Rutherford,NJ,2023-12-03T18:00Z
13,PIT,ARI,58,13,0.0,10,24,False,False,USA,Pittsburgh,PA,2023-12-03T18:00Z
13,WSH,MIA,57,9,0.0,15,45,False,False,USA,Landover,MD,2023-12-03T18:00Z
13,HOU,DEN,,,,22,17,True,False,USA,Houston,TX,2023-12-03T18:00Z
13,TB,CAR,78,21,0.06,21,18,False,False,USA,Tampa,FL,2023-12-03T21:05Z
13,LAR,CLE,66,9,0.0,36,19,False,False,USA,Inglewood,CA,2023-12-03T21:25Z
13,PHI,SF,53,11,0.0,19,42,False,False,USA,Philadelphia,PA,2023-12-03T21:25Z
13,GB,KC,28,8,0.0,27,19,False,False,USA,Green Bay,WI,2023-12-04T01:20Z
13,JAX,CIN,56,11,0.0,31,34,False,False,USA,Jacksonville,FL,2023-12-05T01:15Z
14,PIT,NE,44,11,0.0,18,21,False,False,USA,Pittsburgh,PA,2023-12-08T01:15Z
14,ATL,TB,,,,25,29,True,False,USA,Atlanta,GA,2023-12-10T18:00Z
14,CHI,DET,36,18,0.0,28,13,False,False,USA,Chicago,IL,2023-12-10T18:00Z
14,CIN,IND,40,19,0.0,34,14,False,False,USA,Cincinnati,OH,2023-12-10T18:00Z
14,CLE,JAX,39,18,0.0,31,27,False,False,USA,Cleveland,OH,2023-12-10T18:00Z
14,NO,CAR,,,,28,6,True,False,USA,New Orleans,LA,2023-12-10T18:00Z
14,NYJ,HOU,62,16,0.0,30,6,False,False,USA,East Rutherford,NJ,2023-12-10T18:00Z
14,BAL,LAR,58,14,0.09,37,31,False,False,USA,Baltimore,MD,2023-12-10T18:00Z
14,LV,MIN,,,,0,3,True,False,USA,Las Vegas,NV,2023-12-10T21:05Z
14,SF,SEA,52,7,0.0,28,16,False,False,USA,Santa Clara,CA,2023-12-10T21:05Z
14,KC,BUF,43,17,0.0,17,20,False,False,USA,Kansas City,MO,2023-12-10T21:25Z
14,LAC,DEN,72,7,0.0,7,24,False,False,USA,Inglewood,CA,2023-12-10T21:25Z
14,DAL,PHI,,,,33,13,True,False,USA,Arlington,TX,2023-12-11T01:20Z
14,MIA,TEN,72,17,0.0,27,28,False,False,USA,Miami Gardens,FL,2023-12-12T01:15Z
14,NYG,GB,37,20,0.0,24,22,False,False,USA,East Rutherford,NJ,2023-12-12T01:15Z
15,LV,LAC,,,,63,21,True,False,USA,Las Vegas,NV,2023-12-15T01:15Z
15,CIN,MIN,50,15,0.0,27,24,False,False,USA,Cincinnati,OH,2023-12-16T18:00Z
15,IND,PIT,,,,30,13,True,False,USA,Indianapolis,IN,2023-12-16T21:30Z
15,DET,DEN,,,,42,17,True,False,USA,Detroit,MI,2023-12-17T01:15Z
15,CLE,CHI,44,26,0.04,20,17,False,False,USA,Cleveland,OH,2023-12-17T18:00Z
15,GB,TB,40,17,0.0,20,34,False,False,USA,Green Bay,WI,2023-12-17T18:00Z
15,TEN,HOU,49,14,0.0,16,19,False,False,USA,Nashville,TN,2023-12-17T18:00Z
15,MIA,NYJ,76,32,0.01,30,0,False,False,USA,Miami Gardens,FL,2023-12-17T18:00Z
15,NE,KC,49,16,0.0,17,27,False,False,USA,Foxborough,MA,2023-12-17T18:00Z
15,NO,NYG,,,,24,6,True,False,USA,New Orleans,LA,2023-12-17T18:00Z
15,CAR,ATL,47,25,0.19,9,7,False,False,USA,Charlotte,NC,2023-12-17T18:00Z
15,LAR,WSH,74,8,0.0,28,20,False,False,USA,Inglewood,CA,2023-12-17T21:05Z
15,ARI,SF,,,,29,45,True,False,USA,Glendale,AZ,2023-12-17T21:05Z
15,BUF,DAL,48,27,0.01,31,10,False,False,USA,Orchard Park,NY,2023-12-17T21:25Z
15,JAX,BAL,54,14,0.0,7,23,False,False,USA,Jacksonville,FL,2023-12-18T01:20Z
15,SEA,PHI,48,11,0.0,20,17,False,False,USA,Seattle,WA,2023-12-19T01:15Z
16,LAR,NO,63,10,0.0,30,22,False,False,USA,Inglewood,CA,2023-12-22T01:15Z
16,PIT,CIN,46,9,0.0,34,11,False,False,USA,Pittsburgh,PA,2023-12-23T21:30Z
16,LAC,BUF,60,13,0.0,22,24,False,False,USA,Inglewood,CA,2023-12-24T01:00Z
16,ATL,IND,,,,29,10,True,False,USA,Atlanta,GA,2023-12-24T18:00Z
16,TEN,SEA,63,16,0.0,17,20,False,False,USA,Nashville,TN,2023-12-24T18:00Z
16,MIN,DET,,,,24,30,True,False,USA,Minneapolis,MN,2023-12-24T18:00Z
16,NYJ,WSH,44,6,0.0,30,28,False,False,USA,East Rutherford,NJ,2023-12-24T18:00Z
16,CAR,GB,59,8,0.0,30,33,False,False,USA,Charlotte,NC,2023-12-24T18:00Z
16,HOU,CLE,,,,22,36,True,False,USA,Houston,TX,2023-12-24T18:00Z
16,TB,JAX,73,26,0.0,30,12,False,False,USA,Tampa,FL,2023-12-24T21:05Z
16,CHI,ARI,55,17,0.0,27,16,False,False,USA,Chicago,IL,2023-12-24T21:25Z
16,MIA,DAL,75,26,0.0,22,20,False,False,USA,Miami Gardens,FL,2023-12-24T21:25Z
16,DEN,NE,25,7,0.0,23,26,False,False,USA,Denver,CO,2023-12-25T01:15Z
16,KC,LV,38,24,0.0,14,20,False,False,USA,Kansas City,MO,2023-12-25T18:00Z
16,PHI,NYG,52,12,0.0,33,25,False,False,USA,Philadelphia,PA,2023-12-25T21:30Z
16,SF,BAL,56,7,0.0,19,33,False,False,USA,Santa Clara,CA,2023-12-26T01:15Z
17,CLE,NYJ,39,11,0.0,37,20,False,False,USA,Cleveland,OH,2023-12-29T01:15Z
17,DAL,DET,,,,20,19,True,False,USA,Arlington,TX,2023-12-31T01:15Z
17,BUF,NE,36,16,0.01,27,21,False,False,USA,Orchard Park,NY,2023-12-31T18:00Z
17,CHI,ATL,32,18,0.01,37,17,False,False,USA,Chicago,IL,2023-12-31T18:00Z
17,IND,LV,,,,23,20,True,False,USA,Indianapolis,IN,2023-12-31T18:00Z
17,NYG,LAR,43,18,0.0,25,26,False,False,USA,East Rutherford,NJ,2023-12-31T18:00Z
17,PHI,ARI,45,20,0.0,31,35,False,False,USA,Philadelphia,PA,2023-12-31T18:00Z
17,TB,NO,63,10,0.0,13,23,False,False,USA,Tampa,FL,2023-12-31T18:00Z
17,WSH,SF,46,17,0.0,10,27,False,False,USA,Landover,MD,2023-12-31T18:00Z
17,JAX,CAR,54,12,0.0,26,0,False,False,USA,Jacksonville,FL,2023-12-31T18:00Z
17,BAL,MIA,46,17,0.0,56,19,False,False,USA,Baltimore,MD,2023-12-31T18:00Z
17,HOU,TEN,,,,26,3,True,False,USA,Houston,TX,2023-12-31T18:00Z
17,SEA,PIT,45,12,0.0,23,30,False,False,USA,Seattle,WA,2023-12-31T21:05Z
17,DEN,LAC,39,10,0.0,16,9,False,False,USA,Denver,CO,2023-12-31T21:25Z
17,KC,CIN,36,22,0.0,25,17,False,False,USA,Kansas City,MO,2023-12-31T21:25Z
17,MIN,GB,,,,10,33,True,False,USA,Minneapolis,MN,2024-01-01T01:20Z
