week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,0.0,40.7,14.1,19.1,8.0,68.2,20.0
2,30.7,3.9,37.2,13.6,7.0,88.9,31.0
3,14.4,16.7,29.1,11.1,11.0,72.0,16.0
4,44.7,53.7,25.0,1.9,5.0,63.8,35.0
5,23.4,35.2,79.2,3.7,12.0,64.4,34.0
6,22.1,25.1,38.4,8.7,15.0,56.2,26.0
7,23.2,13.1,40.2,10.6,9.0,51.8,20.0
8,12.0,26.2,14.1,16.0,7.0,57.8,31.0
9,25.3,32.0,29.6,14.7,13.0,22.4,27.0
10,9.6,26.4,26.5,6.0,5.0,98.5,23.0
11,15.4,21.0,58.5,11.2,0.0,85.8,21.0
12,23.4,52.7,26.3,23.4,0.0,84.3,37.0
13,15.8,16.2,19.5,5.9,3.0,93.3,10.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,25.7,48.3,33.1,7.4,10.0,122.9,45.0
16,0.0,42.6,5.2,35.4,10.0,88.0,27.0
17,19.2,15.5,35.2,15.7,8.0,128.4,31.0
