week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,14.6,7.2,49.3,7.0,12.0,106.5,16.0
2,22.2,20.3,7.0,16.6,10.0,104.2,24.0
3,25.2,27.3,49.6,6.0,12.0,53.2,27.0
4,4.7,10.1,27.5,8.6,3.0,107.2,3.0
5,4.4,4.4,27.9,9.8,12.0,104.7,23.0
6,17.1,29.5,26.6,10.9,19.0,65.0,24.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,32.3,16.0,46.2,7.8,12.0,123.2,23.0
9,0.0,29.9,8.9,5.3,8.0,70.4,20.0
10,18.3,19.5,41.9,3.0,8.0,61.5,20.0
11,32.2,17.4,13.8,11.0,11.0,91.1,34.0
12,8.1,23.0,30.8,5.9,6.0,98.3,10.0
13,16.2,3.1,50.9,12.8,14.0,99.6,31.0
14,9.1,37.4,27.3,10.3,8.0,119.7,27.0
15,11.3,17.6,30.9,12.2,17.0,77.3,19.0
16,17.3,7.2,45.6,4.5,8.0,112.0,20.0
17,12.9,21.8,32.3,15.0,16.0,71.3,26.0
