week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,0.0,15.1,43.2,8.5,5.0,74.0,17.0
2,0.0,28.9,28.5,33.5,10.0,82.9,35.0
3,34.9,103.1,54.6,11.2,10.0,63.4,70.0
4,0.0,42.6,45.3,36.1,4.0,76.5,28.0
5,13.4,28.4,14.7,15.1,18.0,60.2,31.0
6,17.3,30.5,32.2,26.4,18.0,35.5,19.0
7,15.3,21.3,32.5,8.2,4.0,65.7,17.0
8,5.6,11.5,38.3,20.8,11.0,63.7,9.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,14.4,27.6,12.4,16.1,2.0,76.7,22.0
11,0.0,17.7,13.6,24.2,8.0,76.6,20.0
12,11.6,14.1,21.6,11.9,12.0,74.8,12.0
13,20.9,43.8,36.0,10.9,0.0,47.9,22.0
14,7.0,4.0,15.8,3.4,1.0,88.9,7.0
15,31.1,35.0,42.7,28.6,6.0,48.6,42.0
16,25.4,33.3,41.2,3.3,9.0,71.7,26.0
17,11.9,13.9,30.4,4.3,12.0,81.1,9.0
