week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,17.8,26.9,44.2,4.9,14.0,93.1,30.0
2,11.6,36.6,34.3,8.0,8.0,125.9,22.0
3,13.1,21.1,64.0,2.4,4.0,115.8,18.0
4,21.8,20.4,48.5,13.2,12.0,102.7,30.0
5,9.9,24.0,24.5,12.5,4.0,135.4,10.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,14.0,6.6,40.4,7.8,2.0,75.1,17.0
8,26.9,26.7,32.3,18.3,26.0,73.8,20.0
9,8.7,15.5,29.4,5.8,11.0,59.1,16.0
10,16.7,21.8,43.9,10.0,7.0,92.5,19.0
11,6.6,27.5,32.2,12.6,12.0,91.9,13.0
12,12.0,9.0,23.5,15.0,5.0,113.2,10.0
13,20.6,25.6,5.1,29.0,8.0,64.4,24.0
14,20.9,27.0,23.2,20.5,3.0,89.7,21.0
15,16.9,18.7,31.8,11.7,11.0,61.5,30.0
16,13.4,4.4,52.1,19.4,3.0,150.7,11.0
17,23.6,25.6,27.2,10.9,13.0,115.6,23.0
