week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,20.7,22.7,15.9,7.8,12.0,33.7,24.0
2,22.9,27.0,32.9,17.3,10.0,110.2,27.0
3,29.1,8.5,30.7,18.9,11.0,115.3,16.0
4,12.7,17.8,38.2,16.5,11.0,55.9,27.0
5,26.2,22.5,2.8,7.9,2.0,170.5,20.0
6,29.4,21.8,41.4,4.4,9.0,102.5,13.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,41.2,30.0,15.9,23.9,5.0,120.0,17.0
9,24.7,14.0,38.9,16.1,4.0,95.3,18.0
10,19.0,12.5,51.8,11.1,0.0,105.5,30.0
11,24.0,13.5,26.7,6.6,11.0,64.3,34.0
12,27.3,23.1,14.7,26.1,11.0,66.5,16.0
13,28.3,19.8,34.5,25.1,9.0,115.2,31.0
14,20.3,2.1,29.9,20.5,0.0,108.6,14.0
15,17.7,35.7,44.5,17.0,6.0,114.5,24.0
16,48.0,24.2,53.7,1.8,12.0,92.3,34.0
17,12.0,29.5,25.7,9.3,24.0,69.8,25.0
