week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,14.0,24.6,36.3,12.6,0.0,104.0,21.0
2,23.0,8.9,46.2,11.7,16.0,135.4,9.0
3,0.0,25.2,60.2,13.2,4.0,169.8,10.0
4,19.2,9.9,35.6,21.5,3.0,110.4,20.0
5,0.0,5.3,34.7,12.7,9.0,134.1,20.0
6,0.0,15.2,14.6,2.7,0.0,140.4,8.0
7,10.9,34.9,24.7,3.4,7.0,158.4,17.0
8,0.0,28.8,11.9,0.0,5.0,99.2,24.0
9,12.4,25.6,20.9,25.7,2.0,109.0,14.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,24.0,32.3,20.2,0.0,3.0,99.8,21.0
12,28.6,10.6,40.2,9.9,4.0,133.2,17.0
13,23.7,12.6,54.2,13.8,11.0,87.2,27.0
14,41.1,33.2,13.5,13.7,8.0,93.1,20.0
15,23.3,26.6,9.1,19.6,4.0,124.4,17.0
16,11.2,18.7,9.7,3.2,6.0,90.5,20.0
17,21.1,5.0,16.3,19.4,5.0,109.5,17.0
