week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,19.5,15.3,38.2,20.0,8.0,95.5,20.0
2,44.4,23.4,49.1,9.6,5.0,115.1,37.0
3,25.7,14.9,23.8,10.7,6.0,105.4,6.0
4,17.6,29.0,44.0,11.0,8.0,108.2,20.0
5,18.4,5.7,53.4,10.9,6.0,119.9,24.0
6,6.8,6.8,31.6,4.3,6.0,108.6,6.0
7,33.9,12.8,25.3,22.3,8.0,89.4,38.0
8,14.8,7.2,8.9,2.9,2.0,110.3,14.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,28.4,11.4,30.2,11.4,9.0,127.6,38.0
11,0.0,28.8,54.1,5.0,17.0,103.5,26.0
12,26.6,36.1,50.7,9.5,5.0,113.9,29.0
13,8.9,32.5,21.8,27.8,4.0,96.0,28.0
14,0.0,6.0,43.8,21.9,11.0,70.5,28.0
15,0.0,13.6,23.8,6.2,5.0,150.4,17.0
16,22.7,23.8,35.6,17.4,6.0,123.3,24.0
17,20.3,2.2,59.1,8.9,11.0,93.4,20.0
