week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,0.0,23.1,30.3,12.6,3.0,76.8,16.0
2,23.7,41.6,39.3,19.3,8.0,51.0,38.0
3,24.9,14.7,39.1,13.1,15.0,105.6,23.0
4,23.4,18.1,22.2,1.7,6.0,62.1,24.0
5,5.0,36.2,16.7,14.5,7.0,75.9,13.0
6,0.0,39.4,29.7,5.6,6.0,94.0,17.0
7,12.9,11.9,29.2,14.2,8.0,97.9,30.0
8,12.7,37.5,24.9,21.2,0.0,43.8,26.0
9,10.6,6.9,28.5,7.3,0.0,111.0,6.0
10,13.9,10.5,26.0,15.6,16.0,75.3,12.0
11,17.6,28.5,46.0,0.0,10.0,82.4,20.0
12,20.8,26.4,54.1,23.9,7.0,93.3,31.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,3.3,8.2,14.6,11.7,2.0,69.2,3.0
15,17.4,20.7,43.8,7.4,3.0,187.4,21.0
16,16.7,18.4,35.1,12.3,1.0,69.8,14.0
17,22.7,23.8,29.7,9.0,12.0,126.1,23.0
