week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,16.0,12.1,40.5,3.9,10.0,106.9,20.0
2,35.5,33.6,47.8,8.2,12.0,78.9,34.0
3,29.3,8.5,18.9,16.5,3.0,78.4,28.0
4,7.2,13.9,37.5,0.0,9.0,65.2,13.0
5,19.2,18.3,54.8,26.8,10.0,63.7,27.0
6,5.7,18.9,37.8,15.8,9.0,62.2,13.0
7,28.9,22.6,21.1,15.2,6.0,105.6,17.0
8,14.6,27.0,35.2,2.9,4.0,80.5,10.0
9,14.7,18.2,24.0,9.6,19.0,87.5,28.0
10,5.4,20.5,44.7,5.5,4.0,93.0,19.0
11,0.0,27.5,19.8,5.3,17.0,67.5,21.0
12,0.0,27.7,45.0,25.6,13.0,52.0,12.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,19.1,11.3,25.4,2.4,0.0,56.8,0.0
15,19.0,22.6,44.3,15.6,9.0,126.9,27.0
16,14.3,38.9,48.3,4.8,6.0,108.5,30.0
17,29.7,5.7,57.5,12.4,9.0,71.8,33.0
