week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,0.0,41.1,40.1,17.7,5.0,90.5,17.0
2,0.0,40.1,47.5,15.5,7.0,125.4,17.0
3,38.4,5.8,55.0,9.1,11.0,52.5,25.0
4,3.2,23.2,19.6,3.2,10.0,120.9,9.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,22.4,10.6,57.3,9.3,0.0,57.5,20.0
7,21.0,21.0,35.9,7.7,13.0,88.1,16.0
8,36.4,23.4,42.1,17.5,6.0,95.9,24.0
9,41.8,23.3,74.9,27.0,6.0,110.7,39.0
10,6.0,15.5,20.7,9.3,5.0,102.7,6.0
11,43.7,23.7,35.8,22.9,9.0,85.0,27.0
12,0.0,21.1,36.7,8.9,9.0,87.4,27.0
13,7.1,26.9,40.3,4.2,4.0,86.1,18.0
14,0.0,24.5,38.4,19.5,3.0,87.9,25.0
15,17.5,2.2,46.5,15.7,8.0,123.5,20.0
16,17.7,6.3,42.1,17.5,4.0,125.9,12.0
17,15.6,20.4,22.8,36.8,12.0,85.0,23.0
