week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,8.9,19.1,3.9,4.3,12.0,93.9,16.0
2,0.0,20.0,53.9,0.0,9.0,109.9,33.0
3,21.3,23.8,34.6,4.4,15.0,37.5,37.0
4,27.6,6.1,65.2,4.5,18.0,92.2,34.0
5,0.0,28.9,49.0,18.2,17.0,72.9,40.0
6,8.7,19.7,40.0,16.2,5.0,69.6,16.0
7,0.0,1.9,19.9,22.8,1.0,73.9,14.0
8,31.3,22.8,67.6,7.6,10.0,135.9,38.0
9,0.0,43.5,29.1,15.9,6.0,92.6,17.0
10,48.2,29.9,52.6,2.6,21.0,88.7,29.0
11,22.5,19.8,32.3,8.1,7.0,97.0,31.0
12,32.2,9.6,57.5,6.7,9.0,64.2,45.0
13,19.3,39.2,46.1,7.3,10.0,29.6,45.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,18.5,26.1,50.1,11.6,0.0,45.8,28.0
16,19.9,47.4,26.3,7.6,14.0,65.2,30.0
17,17.6,32.7,42.6,5.9,9.0,52.3,27.0
