week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,0.0,30.2,22.1,13.7,7.0,100.9,20.0
2,28.6,26.0,21.1,3.5,13.0,89.4,25.0
3,8.1,4.4,35.4,14.1,4.0,106.7,17.0
4,11.4,43.2,33.0,9.6,0.0,109.6,34.0
5,6.3,15.1,32.6,5.9,3.0,90.4,17.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,25.3,19.6,2.8,15.0,82.3,19.0
8,0.0,19.3,23.6,22.6,4.0,90.7,24.0
9,0.0,3.2,22.4,1.6,0.0,105.2,3.0
10,18.7,37.6,9.4,7.8,13.0,100.4,23.0
11,25.7,22.3,7.0,23.7,8.0,118.7,20.0
12,18.2,26.4,49.7,19.6,0.0,137.9,22.0
13,13.0,23.7,23.2,19.3,7.0,120.3,19.0
14,32.7,14.1,34.4,3.5,5.0,99.8,24.0
15,29.0,23.2,42.7,13.6,11.0,90.9,34.0
16,22.2,15.9,62.4,15.0,6.0,92.4,30.0
17,9.1,23.4,16.7,16.6,6.0,127.3,10.0
