week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,24.3,11.8,21.0,0.0,7.0,120.6,13.0
2,40.0,22.5,36.5,6.0,14.0,122.6,30.0
3,8.2,22.9,40.7,12.5,18.0,102.2,19.0
4,29.6,0.7,14.7,28.7,0.0,121.2,23.0
5,39.7,5.5,31.0,25.7,11.0,90.2,23.0
6,16.1,4.1,10.8,10.2,11.0,118.3,9.0
7,13.9,25.9,19.0,4.3,8.0,72.8,24.0
8,28.1,5.3,61.5,17.0,13.0,65.8,43.0
9,13.8,31.4,25.2,15.8,7.0,34.2,20.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,31.0,15.5,39.3,1.4,14.0,59.9,16.0
12,32.2,16.6,18.9,16.6,0.0,132.8,14.0
13,1.6,22.0,34.0,5.3,18.0,115.1,19.0
14,31.6,29.3,38.6,19.3,12.0,117.8,37.0
15,0.0,11.3,29.8,1.7,0.0,113.3,20.0
16,25.0,10.8,61.3,17.3,2.0,123.9,22.0
17,0.0,13.4,54.8,18.0,0.0,113.7,25.0
