week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,16.5,44.7,22.8,6.4,7.0,67.1,24.0
2,6.7,2.9,37.4,16.0,8.0,79.4,20.0
3,16.0,36.1,35.1,23.2,18.0,122.8,37.0
4,0.0,9.5,30.3,4.4,3.0,82.6,21.0
5,27.4,33.9,27.3,24.3,0.0,94.4,42.0
6,22.5,49.4,50.4,13.6,6.0,84.4,42.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,12.9,30.5,21.8,2.5,1.0,107.4,13.0
9,0.0,17.9,16.4,2.9,11.0,95.9,27.0
10,7.7,7.2,56.9,9.6,12.0,74.1,16.0
11,16.5,4.0,37.3,16.5,9.0,60.3,33.0
12,7.1,24.0,38.6,10.6,7.0,77.8,17.0
13,9.9,21.5,43.7,0.0,3.0,85.5,21.0
14,10.8,17.8,29.6,15.4,3.0,79.5,28.0
15,0.0,13.5,12.6,8.6,1.0,103.3,7.0
16,24.0,8.5,38.9,10.0,11.0,121.5,33.0
17,9.5,29.0,12.6,14.8,12.0,53.0,26.0
