week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,6.6,47.4,24.2,1.4,5.0,90.1,25.0
2,17.7,0.0,26.1,20.0,8.0,124.1,31.0
3,28.1,28.0,35.7,17.8,13.0,130.3,17.0
4,50.1,22.8,18.1,5.7,6.0,126.9,6.0
5,19.9,23.3,31.5,18.9,7.0,100.7,21.0
6,16.3,19.6,44.4,19.6,7.0,83.8,13.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,14.5,15.1,48.1,10.7,10.0,77.7,15.0
9,19.0,28.3,24.4,23.0,16.0,174.0,37.0
10,19.9,1.4,56.5,16.7,11.0,101.4,27.0
11,21.7,13.8,23.3,14.0,6.0,114.1,16.0
12,24.6,20.3,37.4,18.4,5.0,105.8,24.0
13,0.0,17.1,20.2,1.6,5.0,123.6,17.0
14,19.2,26.9,36.8,16.4,17.0,52.4,30.0
15,14.6,12.4,26.7,6.6,5.0,103.0,16.0
16,1.7,21.1,67.7,20.2,13.0,97.0,36.0
17,18.2,13.9,25.2,8.0,5.0,119.0,3.0
