week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,20.9,1.7,31.2,10.9,3.0,126.1,21.0
2,21.2,17.5,58.3,22.4,5.0,112.7,17.0
3,20.6,34.9,40.6,11.2,13.0,122.6,37.0
4,9.6,20.9,29.0,4.1,1.0,117.5,7.0
5,27.8,8.1,57.8,8.6,2.0,126.1,20.0
6,0.0,11.5,38.5,9.7,10.0,109.4,20.0
7,17.4,30.7,39.9,23.1,10.0,108.2,24.0
8,17.6,18.3,19.5,7.4,3.0,142.2,10.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,49.0,33.1,35.2,20.6,10.0,77.4,34.0
11,12.5,22.6,50.7,3.3,2.0,94.4,14.0
12,38.2,11.9,52.6,3.1,0.0,108.7,21.0
13,26.7,13.8,48.9,11.8,12.0,116.7,34.0
14,0.5,32.4,38.9,28.4,22.0,94.5,31.0
15,18.5,20.1,8.6,20.5,12.0,72.8,23.0
16,19.8,22.2,49.7,5.2,14.0,88.6,30.0
17,2.7,15.3,30.4,1.6,0.0,93.9,0.0
