week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,0.0,23.1,45.8,19.6,2.0,111.4,20.0
2,0.0,2.9,41.1,28.9,4.0,143.1,28.0
3,10.0,7.3,29.6,2.6,3.0,133.3,11.0
4,0.0,13.1,44.9,20.2,14.0,124.4,31.0
5,27.6,7.8,48.8,4.0,2.0,119.9,14.0
6,21.3,20.3,22.6,7.2,14.0,88.9,20.0
7,10.3,8.8,39.8,5.7,6.0,143.3,17.0
8,0.0,34.2,64.6,19.1,16.0,139.3,31.0
9,28.4,0.8,55.1,23.1,7.0,115.6,23.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,16.9,15.6,36.9,15.4,6.0,85.5,17.0
12,39.7,27.3,46.1,8.8,10.0,125.5,34.0
13,29.5,24.6,64.8,10.8,6.0,107.8,42.0
14,17.9,12.2,40.8,12.2,23.0,92.2,33.0
15,8.3,21.8,34.1,6.0,9.0,77.4,20.0
16,2.7,10.6,22.6,13.5,0.0,139.5,25.0
17,23.7,41.9,34.9,14.9,9.0,96.6,35.0
