week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,29.6,17.4,39.8,12.8,13.0,64.1,30.0
2,22.9,26.5,54.4,11.3,0.0,141.5,31.0
3,23.5,19.6,65.4,4.3,10.0,130.4,27.0
4,12.3,24.5,25.6,8.7,5.0,115.3,3.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,13.8,22.4,42.1,7.2,7.0,114.0,17.0
7,14.0,11.5,5.6,8.7,4.0,105.1,10.0
8,11.0,32.4,32.9,19.3,15.0,142.7,20.0
9,11.5,45.4,9.1,25.2,14.0,52.9,37.0
10,0.0,50.5,21.1,14.1,3.0,158.3,26.0
11,9.7,7.3,33.2,2.7,0.0,107.2,17.0
12,15.0,35.5,37.1,4.9,7.0,74.8,31.0
13,28.3,3.2,53.8,21.9,15.0,139.5,41.0
14,26.0,25.9,50.6,16.6,4.0,61.7,28.0
15,21.9,7.8,31.6,7.1,5.0,84.2,17.0
16,29.8,17.0,36.9,18.3,5.0,91.6,17.0
17,25.2,44.0,25.0,7.4,12.0,100.3,30.0
