week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,6.3,3.2,28.4,3.1,10.0,32.8,40.0
2,21.4,36.9,16.4,5.2,8.0,92.4,28.0
3,37.4,31.7,40.6,16.0,12.0,57.9,30.0
4,28.8,18.9,25.3,8.3,5.0,80.2,24.0
5,16.9,37.3,49.9,10.7,8.0,70.9,31.0
6,13.9,16.1,50.9,13.2,0.0,69.5,14.0
7,0.0,17.0,26.9,14.0,8.0,60.6,7.0
8,15.7,21.3,25.4,2.9,7.0,35.2,13.0
9,17.9,21.8,36.2,3.1,14.0,53.3,30.0
10,39.1,15.8,96.9,12.6,7.0,84.2,49.0
11,0.0,33.3,28.7,14.0,10.0,108.7,19.0
12,0.2,35.6,26.3,2.4,0.0,84.4,7.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,8.9,24.0,43.5,10.4,10.0,97.7,22.0
15,20.3,19.6,28.0,26.5,8.0,89.5,24.0
16,23.4,30.3,45.6,18.2,17.0,54.4,33.0
17,12.6,31.5,44.6,18.0,0.0,101.2,26.0
