week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,41.9,26.7,23.6,9.9,11.0,78.7,31.0
2,21.5,19.6,63.9,12.1,7.0,78.8,20.0
3,28.2,7.9,22.5,10.5,6.0,77.8,19.0
4,16.2,35.4,38.7,12.9,14.0,73.7,29.0
5,9.8,25.3,44.5,13.1,12.0,62.5,16.0
6,20.6,27.0,17.0,21.8,13.0,73.7,37.0
7,5.4,68.0,28.8,10.4,22.0,81.5,39.0
8,18.3,34.7,51.8,24.0,8.0,74.0,38.0
9,9.0,21.6,40.3,10.0,8.0,75.2,13.0
10,0.0,40.5,18.4,6.8,5.0,61.2,6.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,13.4,14.1,38.2,10.7,8.0,87.7,20.0
13,11.5,30.1,30.0,12.0,9.0,114.0,28.0
14,23.7,30.0,19.4,13.5,10.0,78.8,34.0
15,27.2,13.1,12.6,4.6,1.0,105.1,13.0
16,14.2,40.3,19.0,13.9,19.0,81.0,29.0
17,33.5,24.4,54.8,3.4,9.0,98.2,20.0
