week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,20.9,20.3,5.8,30.0,12.0,146.2,34.0
2,0.0,24.6,29.0,21.2,6.0,126.7,17.0
3,0.0,14.4,38.9,2.1,8.0,219.8,20.0
4,37.2,25.2,57.2,8.9,14.0,111.6,48.0
5,7.2,7.0,19.0,19.7,12.0,134.8,16.0
6,12.7,20.3,42.9,4.5,2.0,148.9,21.0
7,38.5,26.4,41.7,18.7,7.0,81.6,31.0
8,0.0,19.9,45.7,9.7,5.0,125.4,17.0
9,15.8,17.9,35.9,22.4,3.0,93.6,21.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,9.1,8.4,44.3,8.6,8.0,115.1,13.0
12,0.0,13.5,24.9,11.1,1.0,121.3,13.0
13,1.2,12.9,5.3,3.2,7.0,135.9,15.0
14,16.6,34.4,43.1,9.6,8.0,101.1,28.0
15,0.5,6.7,15.9,9.4,0.0,124.6,0.0
16,18.6,2.5,46.8,9.9,9.0,112.1,20.0
17,36.3,33.8,32.8,27.1,8.0,82.9,56.0
