week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,11.5,9.7,43.4,4.5,21.0,76.4,33.0
2,13.3,17.4,22.4,12.7,6.0,84.4,13.0
3,3.8,24.8,43.0,5.0,0.0,53.7,21.0
4,21.6,3.0,34.2,5.1,10.0,76.3,20.0
5,19.8,35.9,21.3,3.0,10.0,56.1,34.0
6,21.9,7.4,42.3,16.1,9.0,59.2,20.0
7,14.9,18.1,41.8,1.2,2.0,94.8,21.0
8,24.2,17.6,39.8,25.2,6.0,123.8,24.0
9,19.5,25.2,36.0,4.5,2.0,79.8,27.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,18.7,13.2,4.7,61.5,5.0,116.6,35.0
12,13.8,23.6,35.5,14.3,7.0,82.2,19.0
13,12.2,16.7,43.5,19.1,11.0,155.0,41.0
14,16.0,14.5,17.1,14.7,11.0,85.1,27.0
15,16.6,11.6,27.3,16.8,2.0,52.9,21.0
16,22.0,21.9,56.5,5.6,7.0,66.5,24.0
17,24.2,11.1,37.6,11.6,10.0,76.4,20.0
