week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,6.7,25.6,15.2,12.6,6.0,76.7,17.0
2,14.3,12.3,42.6,8.3,20.0,67.9,19.0
3,24.5,35.0,18.2,0.0,3.0,114.5,21.0
4,4.9,23.0,24.4,7.3,14.0,102.6,18.0
5,6.9,36.9,16.7,4.3,3.0,132.6,10.0
6,17.1,8.8,29.3,2.1,4.0,135.8,16.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,22.2,16.4,48.2,17.7,12.0,62.2,18.0
9,4.8,43.6,3.4,18.1,11.0,85.0,29.0
10,11.8,14.7,37.5,11.8,26.0,47.7,19.0
11,20.2,28.4,31.5,0.0,2.0,98.5,20.0
12,0.0,25.7,42.4,18.4,0.0,129.0,30.0
13,16.9,25.8,28.7,17.9,11.0,102.8,23.0
14,27.2,36.6,29.5,22.5,8.0,63.1,38.0
15,0.0,27.4,37.3,10.2,15.0,85.1,30.0
16,25.3,32.7,45.0,14.3,9.0,123.6,34.0
17,24.8,15.2,10.1,8.3,8.0,79.7,6.0
