week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,6.2,18.2,15.2,13.0,4.0,77.7,10.0
2,8.3,4.5,17.3,0.0,6.0,84.4,6.0
3,10.0,22.0,27.0,8.4,4.0,98.6,10.0
4,29.8,20.6,42.4,8.5,8.0,78.2,27.0
5,16.4,24.8,49.2,18.8,9.0,52.9,20.0
6,23.6,4.8,21.6,16.1,1.0,68.0,13.0
7,0.0,28.9,22.9,14.8,11.0,133.7,15.0
8,0.0,28.6,36.9,6.5,0.0,111.8,18.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,8.6,25.2,38.5,7.1,11.0,81.7,27.0
11,31.2,20.1,24.6,13.7,4.0,99.8,16.0
12,13.5,22.7,22.4,14.6,4.0,101.2,24.0
13,19.3,21.5,51.0,19.9,8.0,140.7,38.0
14,15.3,15.4,29.8,19.6,0.0,83.3,14.0
15,28.4,9.4,53.0,10.9,10.0,80.7,27.0
16,35.8,24.1,31.4,25.7,12.0,104.2,34.0
17,26.0,9.8,35.3,24.0,5.0,88.9,29.0
