week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,11.0,8.5,19.7,1.5,11.0,108.5,20.0
2,0.0,28.5,9.2,20.4,7.0,92.1,20.0
3,0.0,29.7,17.6,11.2,2.0,93.9,3.0
4,27.2,34.8,45.9,12.6,6.0,101.9,42.0
5,0.0,20.4,48.2,9.8,0.0,63.0,29.0
6,24.3,24.3,12.9,22.8,0.0,61.7,36.0
7,7.7,30.5,33.2,13.5,1.0,86.3,14.0
8,19.8,31.2,50.4,20.1,7.0,84.2,31.0
9,17.9,10.5,33.6,1.5,8.0,116.0,26.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,22.6,17.8,29.0,3.0,5.0,129.6,17.0
12,10.3,13.1,16.6,26.8,5.0,108.0,6.0
13,0.7,28.9,10.8,9.8,1.0,108.5,21.0
14,18.0,30.6,26.4,16.4,3.0,153.3,18.0
15,17.6,25.0,42.1,5.4,12.0,70.6,30.0
16,0.0,14.5,52.4,4.7,12.0,103.3,27.0
17,6.6,12.6,45.5,0.0,4.0,82.4,3.0
