week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,16.4,19.2,52.4,5.7,0.0,107.1,29.0
2,17.5,23.7,42.7,5.0,10.0,91.5,22.0
3,8.0,15.7,25.0,1.2,6.0,106.2,12.0
4,28.9,25.6,56.0,11.2,11.0,57.9,33.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,8.4,17.9,5.8,8.1,11.0,104.7,16.0
7,4.9,11.2,18.5,2.1,0.0,99.7,3.0
8,12.9,24.3,28.1,17.5,4.0,114.3,17.0
9,19.6,7.8,22.7,1.4,1.0,123.3,23.0
10,0.5,3.2,14.2,4.4,7.0,119.0,6.0
11,13.4,33.4,9.5,22.4,5.0,98.2,18.0
12,19.2,11.7,28.8,2.0,1.0,113.5,20.0
13,37.2,20.2,26.5,33.7,7.0,71.5,19.0
14,12.5,35.8,31.3,7.3,20.0,77.7,16.0
15,24.2,13.3,20.0,11.2,8.0,121.7,13.0
16,34.4,10.4,59.9,2.2,4.0,98.5,36.0
17,0.1,3.1,31.3,2.8,0.0,117.8,7.0
