week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,8.1,21.4,17.8,6.6,6.0,69.6,10.0
2,19.9,17.9,34.9,2.4,12.0,67.1,23.0
3,18.4,28.7,31.7,17.8,7.0,41.3,24.0
4,14.6,2.2,24.3,14.5,13.0,61.0,30.0
5,6.5,27.7,21.5,12.8,11.0,70.8,15.0
6,18.4,42.7,45.3,6.7,11.0,95.5,41.0
7,15.0,33.8,33.7,6.3,6.0,82.8,32.0
8,0.0,19.1,23.4,17.6,33.0,66.5,22.0
9,0.0,20.6,13.9,20.3,8.0,98.8,20.0
10,6.3,8.6,21.9,4.9,3.0,117.8,3.0
11,27.8,12.4,41.6,8.9,3.0,110.8,28.0
12,28.5,21.4,52.3,29.4,12.0,92.7,34.0
13,21.2,18.7,18.8,8.4,5.0,132.0,25.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,10.3,34.5,19.0,22.0,14.0,77.8,30.0
16,11.2,34.5,18.0,9.7,8.0,101.4,24.0
17,25.2,32.8,49.8,5.9,17.0,61.2,40.0
