week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,10.7,23.9,16.7,14.1,7.0,109.1,17.0
2,21.8,44.0,33.7,2.9,8.0,102.4,44.0
3,26.0,37.8,69.2,5.4,3.0,135.8,28.0
4,0.0,8.0,49.8,1.6,0.0,114.1,15.0
5,0.0,2.3,16.6,21.0,6.0,126.2,17.0
6,25.8,35.7,52.5,12.2,19.0,59.4,47.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,26.0,21.8,29.2,24.8,0.0,99.3,30.0
9,17.8,29.3,44.9,2.1,3.0,94.3,27.0
10,29.7,12.2,33.1,14.0,10.0,37.3,34.0
11,10.9,37.6,33.4,11.8,10.0,93.5,34.0
12,30.4,10.0,39.2,16.1,8.0,94.0,26.0
13,14.8,16.8,23.5,10.4,10.0,77.4,20.0
14,24.6,27.2,57.5,11.6,9.0,54.7,27.0
15,12.0,25.2,37.9,3.5,2.0,94.3,14.0
16,22.3,29.2,49.4,7.9,7.0,94.8,24.0
17,13.8,19.6,42.6,10.8,11.0,37.3,41.0
