week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,21.3,23.1,21.0,29.5,22.0,41.0,47.0
2,11.0,29.6,29.6,7.4,10.0,43.6,26.0
3,18.6,6.7,43.8,8.8,1.0,104.2,22.0
4,16.3,48.4,33.4,7.9,13.0,81.1,34.0
5,23.6,34.5,44.8,8.7,6.0,67.8,36.0
6,12.5,45.3,30.5,10.0,12.0,93.6,38.0
7,24.8,21.3,29.0,22.6,17.0,31.6,40.0
8,29.8,16.8,38.8,43.2,4.0,70.8,28.0
9,13.4,32.3,7.7,30.8,12.0,94.8,22.0
10,0.0,20.9,28.8,7.7,5.0,92.5,17.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,40.5,14.0,12.2,34.8,0.0,111.1,30.0
13,10.4,36.3,38.5,6.0,15.0,138.8,26.0
14,24.2,14.4,23.5,10.6,1.0,112.9,22.0
15,0.0,4.3,52.5,5.5,15.0,80.6,30.0
16,20.4,43.5,18.0,5.0,15.0,120.5,30.0
17,34.6,32.8,60.5,19.8,12.0,85.1,48.0
