week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,14.6,31.0,38.8,3.1,10.0,61.7,26.0
2,3.6,9.0,35.4,15.4,9.0,43.1,13.0
3,8.5,20.3,22.6,11.5,1.0,100.9,7.0
4,32.0,9.4,19.5,8.7,28.0,49.2,9.0
5,24.3,25.9,20.5,23.7,5.0,88.7,18.0
6,13.7,52.0,16.7,6.6,12.0,96.8,23.0
7,11.8,14.1,34.9,10.6,4.0,93.1,10.0
8,13.6,9.1,39.1,5.0,2.0,141.6,14.0
9,34.8,42.4,67.7,4.6,11.0,78.6,41.0
10,16.5,17.3,3.4,25.8,10.0,94.3,16.0
11,5.9,12.7,28.6,1.9,9.0,140.2,6.0
12,13.2,22.0,39.8,10.9,15.0,117.1,19.0
13,33.0,19.7,70.1,26.2,6.0,115.5,32.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,14.4,14.0,19.3,0.0,8.0,93.7,13.0
16,22.2,18.5,35.7,3.8,10.0,104.5,34.0
17,37.0,18.0,68.2,21.6,5.0,102.0,30.0
