week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,18.7,29.7,57.3,5.9,17.0,89.4,29.0
2,13.0,16.8,28.2,5.2,0.0,93.7,16.0
3,17.3,16.4,43.8,27.0,5.0,90.7,16.0
4,3.4,9.6,34.4,21.8,8.0,114.3,24.0
5,22.2,40.9,41.7,22.3,14.0,163.6,37.0
6,7.3,20.7,7.8,4.8,6.0,99.3,17.0
7,9.5,30.5,16.3,24.0,3.0,74.5,10.0
8,12.4,24.2,53.0,13.1,11.0,80.1,23.0
9,0.0,19.5,47.3,22.5,1.0,87.0,21.0
10,18.2,22.3,23.9,10.4,13.0,114.9,30.0
11,1.7,31.7,10.5,3.3,11.0,107.8,27.0
12,10.8,41.8,33.5,9.3,8.0,65.7,24.0
13,19.4,24.6,30.3,28.7,23.0,75.1,24.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,13.5,9.2,22.7,21.3,8.0,65.7,31.0
16,0.0,29.6,27.1,20.7,0.0,103.8,30.0
17,34.4,13.3,70.4,2.2,9.0,114.7,45.0
