week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,0.0,23.4,15.3,8.9,10.0,63.9,16.0
2,25.9,16.5,22.7,3.3,10.0,110.3,26.0
3,28.1,24.5,33.3,8.8,9.0,137.8,38.0
4,15.7,35.2,19.6,3.6,7.0,120.0,24.0
5,33.4,20.1,47.2,41.4,13.0,148.4,41.0
6,0.0,24.0,23.3,6.0,0.0,82.2,7.0
7,13.8,13.2,31.0,31.8,0.0,93.0,14.0
8,35.1,12.1,33.9,10.2,15.0,86.8,37.0
9,27.3,21.4,22.7,15.5,7.0,159.7,24.0
10,32.9,15.9,64.1,20.2,3.0,152.5,35.0
11,24.4,32.3,34.1,19.6,12.0,128.6,34.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,26.9,18.7,41.2,24.9,15.0,122.7,44.0
14,0.0,1.5,32.8,10.4,9.0,136.9,20.0
15,0.0,35.7,19.8,30.3,3.0,125.8,27.0
16,9.0,27.0,8.1,16.4,0.0,130.0,6.0
17,21.9,14.3,52.3,4.5,6.0,153.8,24.0
