week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,25.1,22.1,25.7,29.5,7.0,106.9,20.0
2,17.2,10.1,27.9,29.1,16.0,89.4,25.0
3,11.1,16.4,39.0,7.9,7.0,109.8,17.0
4,11.2,19.5,30.7,6.0,5.0,79.7,10.0
5,14.4,12.6,22.8,17.4,1.0,123.5,13.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,17.2,3.1,18.3,15.2,0.0,81.3,18.0
8,8.1,18.1,35.7,10.8,10.0,117.6,20.0
9,18.0,21.6,25.2,21.7,7.0,86.7,24.0
10,16.1,6.5,48.2,18.5,0.0,80.0,14.0
11,24.0,22.6,43.6,9.5,6.0,87.4,30.0
12,16.5,26.5,42.7,9.4,13.0,103.5,27.0
13,32.0,21.2,33.1,31.7,2.0,65.0,17.0
14,14.9,14.7,27.8,4.9,5.0,62.9,17.0
15,0.0,20.5,26.4,6.0,0.0,96.3,7.0
16,16.1,8.5,41.5,15.5,7.0,99.1,19.0
17,29.7,18.3,22.3,14.6,4.0,111.1,10.0
