week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,31.0,11.2,42.2,0.0,3.0,132.6,27.0
2,7.4,8.8,27.2,8.5,11.0,113.5,13.0
3,0.0,47.8,34.8,0.0,12.0,94.1,34.0
4,14.8,16.0,24.1,8.4,11.0,136.9,20.0
5,14.6,20.8,22.8,5.4,8.0,114.8,20.0
6,19.5,11.7,48.2,13.1,3.0,138.1,21.0
7,16.8,21.3,37.4,13.5,7.0,76.4,24.0
8,18.2,21.1,28.8,0.0,9.0,122.7,20.0
9,0.0,11.4,30.0,2.1,0.0,78.8,21.0
10,7.8,25.4,26.3,17.0,12.0,93.7,26.0
11,0.0,21.4,44.2,21.9,5.0,120.7,10.0
12,24.6,23.4,31.7,14.0,18.0,105.1,32.0
13,0.2,13.3,50.9,12.6,5.0,104.3,20.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,3.8,17.3,21.1,19.8,8.0,87.0,12.0
16,23.7,19.4,30.0,10.0,10.0,88.6,27.0
17,36.1,30.3,13.8,22.7,9.0,62.4,31.0
