week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,10.4,31.8,22.6,7.6,12.0,59.9,22.0
2,16.6,21.8,37.8,15.1,12.0,79.2,23.0
3,24.6,36.5,19.2,5.9,13.0,78.9,36.0
4,12.2,17.2,16.6,12.3,6.0,83.9,16.0
5,23.1,13.0,18.4,6.2,13.0,103.4,34.0
6,0.0,8.4,21.7,6.9,17.0,71.1,32.0
7,4.0,20.7,29.8,5.2,1.0,79.3,20.0
8,33.1,15.7,19.5,30.3,10.0,85.7,27.0
9,29.1,40.2,21.2,46.2,12.0,98.9,41.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,23.5,32.0,49.3,32.9,11.0,88.3,34.0
12,19.4,8.0,58.4,1.3,22.0,100.9,29.0
13,16.6,9.4,12.4,23.6,0.0,125.0,19.0
14,19.0,32.4,43.1,10.0,4.0,89.1,28.0
15,6.5,18.8,16.7,9.5,8.0,84.8,15.0
16,0.0,17.6,47.2,3.6,2.0,104.2,14.0
17,13.3,7.9,13.7,26.3,4.0,124.9,10.0
