week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,0.0,7.5,21.1,10.1,26.0,60.6,18.0
2,23.8,17.6,30.5,12.6,7.0,100.9,21.0
3,30.3,8.4,43.8,9.3,13.0,83.4,22.0
4,8.1,24.9,34.0,19.1,7.0,103.1,24.0
5,23.4,15.2,42.2,7.4,16.0,175.6,30.0
6,14.9,25.8,21.0,9.9,22.0,114.3,20.0
7,16.3,25.7,5.3,12.0,12.0,85.9,34.0
8,22.3,33.6,32.6,29.1,8.0,123.5,26.0
9,12.3,14.3,40.6,14.1,9.0,99.1,21.0
10,20.5,18.3,7.4,11.2,8.0,95.9,20.0
11,28.8,8.4,66.0,16.0,9.0,58.1,38.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,8.0,26.9,25.5,1.1,12.0,87.9,17.0
14,0.0,20.1,71.5,12.1,5.0,102.0,42.0
15,15.6,29.2,16.4,8.6,5.0,80.5,9.0
16,6.5,19.3,32.6,1.5,1.0,95.0,7.0
17,31.8,21.7,16.1,27.6,6.0,85.8,30.0
