week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,11.3,19.2,25.2,3.5,7.0,123.7,17.0
2,9.8,36.5,21.5,7.3,7.0,79.6,31.0
3,23.2,26.8,8.6,16.3,7.0,66.5,24.0
4,0.0,30.7,14.0,3.0,24.0,62.3,31.0
5,0.0,25.8,25.9,7.1,3.0,86.5,10.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,14.7,17.0,20.3,1.5,12.0,88.3,16.0
8,30.6,15.9,40.4,24.7,10.0,114.1,28.0
9,22.1,31.2,30.4,15.9,15.0,112.1,30.0
10,9.7,13.7,35.0,8.4,18.0,87.1,15.0
11,15.7,11.6,21.2,32.8,7.0,153.7,19.0
12,13.5,12.3,20.6,25.3,13.0,156.6,15.0
13,19.0,28.6,35.4,13.8,13.0,129.0,30.0
14,0.0,27.8,21.2,14.7,16.0,133.1,26.0
15,11.6,14.1,33.0,3.3,9.0,79.0,20.0
16,35.0,7.1,16.8,28.6,4.0,130.6,17.0
17,16.0,14.9,23.8,12.7,3.0,105.5,3.0
