week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,18.1,21.0,38.9,1.6,1.0,81.7,19.0
2,0.0,37.9,41.3,0.0,11.0,79.8,23.0
3,12.8,32.5,32.1,5.1,9.0,107.0,27.0
4,0.0,20.6,13.9,12.5,12.0,91.6,13.0
5,31.5,15.0,20.1,20.0,10.0,94.2,24.0
6,0.0,25.4,15.7,14.6,6.0,90.3,24.0
7,12.1,24.0,17.9,16.3,4.0,58.8,28.0
8,13.6,20.7,50.7,8.3,6.0,109.8,24.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,8.9,36.7,7.1,8.5,8.0,115.7,20.0
11,23.6,16.4,67.1,3.5,12.0,85.4,20.0
12,14.7,36.3,27.9,11.8,10.0,53.9,38.0
13,28.4,37.4,16.0,10.0,4.0,64.7,35.0
14,14.3,9.1,38.7,0.0,1.0,138.8,13.0
15,8.2,17.2,62.2,4.1,13.0,63.9,12.0
16,12.5,48.2,29.0,14.9,21.0,91.5,29.0
17,25.8,34.9,47.6,18.4,11.0,135.1,40.0
