week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,28.2,28.1,33.8,5.8,0.0,134.9,20.0
2,8.8,37.3,46.2,3.3,10.0,69.3,16.0
3,19.3,15.4,30.3,3.9,16.0,64.9,26.0
4,16.3,13.6,3.1,20.9,2.0,145.7,16.0
5,34.4,16.2,92.2,15.8,15.0,104.2,36.0
6,12.4,21.2,31.1,15.2,10.0,168.3,27.0
7,34.4,39.0,32.6,26.2,13.0,135.3,41.0
8,28.6,26.9,31.6,27.4,6.0,127.6,31.0
9,27.5,19.6,4.7,23.9,7.0,97.5,30.0
10,29.1,16.7,38.6,18.3,9.0,71.2,23.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,10.9,20.6,22.1,6.9,1.0,119.9,7.0
13,23.6,30.7,43.8,12.7,23.0,108.2,23.0
14,24.4,11.7,18.0,22.0,7.0,119.5,13.0
15,14.0,7.3,38.4,1.7,6.0,148.6,17.0
16,0.0,12.3,45.2,11.3,21.0,116.8,26.0
17,16.9,12.9,45.8,1.5,8.0,175.7,14.0
